,sentiment,document
246,3,"Egypt's Morsi gets red carpet welcome in Iran: TEHRAN, Aug 29: Egypt's Mohamed Morsi is in Iran for the first visit... http://goo.gl/Bt6iL "
247,2,I need a shower and to start getting ready but I'm just sat in bed blogging and watching Celebrity Juice
248,1,@matt02392 is on the radio instead. MT @WaterlooRd: It's the first week without any Waterloo Road. Going to be a boring Thursday.
249,3,"Ground hog day is such a good film, Sunday is for food and films #sunday"
250,3,"If Seattle and Portland were knit together and covered by the California sun, you'd have San Fran. Kinda love it."
251,2,Estou ouvindo Brown Eyes Live @ Friday Show with Jonathan Ross - Lady Gaga http://www.lastfm.com.br/user/giuliamares … via @lastfm
252,1,Niggas was really fighting at the gas station Sat night tho
253,2,@fueltv @danaehite what about Holland?! 'Countdown to UFC 153: Silva vs. Bonnar' debuts Tuesday on FUEL TV http://tinyurl.com/9sx37dp 
254,2,BUENOS AIRES--Argentina late Wednesday approved a law to lower the legal voting age to 16 in a move that could s ... http://tf.to/a73FB 
255,3,"Apple's increasing ""skeumorphism"" - the wood and leather effects - Tim Cook canned Scott Forstall http://www.guardian.co.uk/technology/2012/oct/30/apple-tim-cook-ruthless-streak … no more dodgy effects"
256,2,#.:Aubig Black Leather Camera Case Bag Pouch Case with Strap for Olympus OM-D OMD EM5 E-M5 Cyber Monday Deals http://teee.freeblog.biz/aubig-black-leather-camera-case-bag-pouch-case-with-strap-for-olympus-om-d-omd-em5-e-m5-cyber-monday-deals/ …
257,2,"Man, I am going to change my vote based on Axl Rose's opinion said no one ever. Politico: C'MON MAN http://www.politico.com/blogs/click/2012/10/axl-rose-leans-toward-obama-147199.html?hp=r16 …"
258,3,"@AllieJayHey I hope all your loved ones back in Maryland are okay! I didn't see you, Wednesday. :)"
259,3,Yay Bruno Mars is coming out with a new album on December 11th.(; I MUST HAVE IT!!
260,3,"I'm Like.. Why the fuck ""Happy Valentines Day"" is trending on the 12th of June? but anyways, I just knew that it is celebrated in Brasil. Xx"
261,2,@ImmortalTech Dublin this Saturday... Gotta get on the Guinness!!
262,3,Lady boner from Channing Tatum in the Vow right now and the fact that I get McDonald's breakfast tomorrow with @megnoel5250 #winning
263,1,Being addicted to temple Run may be the worst thing that's happened to me haha.
264,2,"on Thursday, as Britney Spears, Jennifer Hudson, Halle Berry and others paid tribute to the singer at the Nokia Theatre in Los Angeles."
265,2,"#Loanwatch: Ben Amos (Hull City) into extra time 1-1, in the 1st round of the League Cup."
266,2,Michael Jackson Bad 25 will air November 22 on ABC. Make sure you watch it! :) http://www.youtube.com/watch?v=1P0toSi4nbE&feature=youtube_gdata_player …
267,3,"@Bryn2renner forget about Dook now we own that series anyways! let's ""Beat State"" this saturday as we continue on to a succesful season."
268,2,FIFA is weird sometimes: You may remember the FIFA 12 video where Andy Carroll starting trying to hump Iker Casi... http://bit.ly/Rhfc4P 
269,3,"Long drive too Kentucky tomorrow hopefully gonna get the big buck we caught on cam, at least we got @ChaseRiceMusic playing in the Chevy! <3"
270,3,Looking forward to seeing the Illegal Eagles at Dorking tomorrow night with Lin & Amigo. Best Eagles tribute band around. #illegaleagles
271,2,Anonymous asked: Would we have a chance at seeing you for topless Tuesday? http://tmblr.co/ZGVN7xWOXnlk 
272,3,"Pakistan approves liberalised visa accord with India - Islamabad, Nov 1 (IANS) Pakistan has approved a liberalised v... http://ht.ly/2sYvdR "
273,1,Fabio Capello (Russia's head-coach) wishes Cristiano's injury was more serious. (Russia will play against Portugal tomorrow in the WCQ)
274,2,"Hey Nevada tweeps remember TOMORROW is the last day for EARLY VOTING! Ready, Set & Vote! #JustDoIt!"
275,2,"Observers from UN, EU, CW, send to CoNi , according to this observers what the Maldivian have seen live and on TVs on 7 feb are day dream,"
276,2,Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place. http://on.mash.to/SBaGCN 
277,1,I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.
278,2,Chicago: Go see @TiffanyJ_Curtis: #lovesgotaholdonme #Sat October 27th 7p at the #HaroldWashingonCulCntr 47th & King Dr.
279,3,@Strombo Happy Thursday! Enjoyed the show so much last night watched 4x. #Thankyoutimeshifting!! Have a great day my Greek!
280,2,A three-month-old boy was found abandoned at a platform of the Chhatrapati Shivaji Terminus (CST) on Saturday night. pic.twitter.com/qffIfZNN
281,2,"highlight of monday was chucking a mattress down the stairs which hit eleanor around the face, causing her to fall down the stairs"
282,2,Boogie song of the day...Oh Ricky Martin: Que Mas Da Happy Sunday 2 everyone recovering from Halloween party hangovers https://www.youtube.com/watch?v=rTtPl32Kkvo …
283,3,Loved the hair style from Friday's Jason Wu #NYFW show? We're giving you the step-by-step to recreate the look http://ow.ly/dD8uI 
284,2,Sad to say #knutsfordlitfest nearly at an end. Fantastic event last night with Michael Portillo. Last event tomorrow with Charles Dickens.
285,3,Dad: what are you going to do in Athens tomorrow? Me: Nothing. Dad: Oh. Ok. Have fun. I like my Father.
286,1,Don't be surprised if we end up waiting until November 16th to find out who the next POTUS is... #OhioProvisionalBallot http://www.newsmax.com/Newsfront/ohio-provisional-ballots-delay/2012/11/01/id/462413 …
287,1,Rugby tonight and it's like freezing omg I may die
288,2,No wonder @TreySongz coming here the 21st of Nov cause he got Soul Train the 25th
289,2,you going to rugby practice on sunday #somethingISayAlot
290,3,"Asia stocks mostly up on US, China data: Asian stock markets advanced Friday as a batch of upbeat economic data from the U.S. and Chi..."
291,3,"Breaking Dawn is coming out on the 16th , yayyy"
292,2,Dive deep into the worlds of Stefan Struve and Stipe Miocic leading to their Fuel TV main event this Saturday. http://ow.ly/dXfdG 
293,2,I'm pretty sure Bill O'Brien has gone for it on 4th down more in one season than Paterno did his entire career.
294,2,"Got my tix to Victory Rally w/ Mitt, Ann & the GOP team at Fiddler's Green on Saturday. Should be a monster hoot."
295,2,The painting project continues today and is to be completed on Nov 10 and 17. Please join Coni in partnering to give back to the community.
296,3,Celebrate the Chinese New Year in #Shanghai (around February) and see a dragon dance during the Spring Festival! Amazing experience!
297,2,If anyone wants to go to the duke game Saturday with the kershaw county Clemson club please inbox me!
298,2,Heavy rain over parts of NE. Some showers in CNY. Any sun? How about the weekend? Your forecast FIRST at 4am on NBC-3! http://ow.ly/i/12q3Q 
299,2,##$$## Black Friday Deals Olympus OM-D E-M5 Digital Camera - Black - with Olympus 12-50mm f/3.5-5.6 EZ Zoom Lens - B... http://bit.ly/Rn9Ncu 
300,1,"Niggas is goin die on December 26th when them foams come out .. lol rs .. niggas goin rob you & be like ""da shoes or ya life nigga"" lol"
301,2,More footage from the studio where Bullet For My Valentine just finished up recording their upcoming 4th album.... http://fb.me/2braYq5wB 
302,1,just bought my 1st Heineken beer in Las Vegas. ps I've lived here for 5 yrs ~what took me so long! pic.twitter.com/WxVoBdek
303,2,"20 June 2012, out European Tour party drove the fabulous road from Davos to Stelvio. This is the last little bit... http://fb.me/1ZkWMVySv "
304,2,Join us THIS THURSDAY for the Introduction to our Dramatic Reading of Charles Dickens's A Christmas Carol. 11/1 6-7pm.
305,3,"@thementalistcbs Can't wait for the new series, starts on Sunday over here in Britain, #redjohn"
306,3,"Published a new blog entry November 18 - ""Otherwise Known as Sheila the Great"" in Art in the County. http://bit.ly/SAifbK "
307,3,Dr. Mohamed Morsi announced as Egypt's first elected President after the glorious 25th of Jan Revolution. Congratulations
308,3,Northern Lights Sale on Thursday; great pedigrees all the way through the catalogue! Genomics the full packages! View catalogue online!
309,3,Billy Cundiff may be leaving Washington. Hopefully he won't miss the door on the way out.
310,3,"I THINK Bowen and Cofield will be better in 2nd yr, and hope Jenkins will be as good as he look last preseason, but those are unhatched eggs"
311,2,Just added a Google+ Hangout to the schedule--see YOU on November 21?! Details here: http://ht.ly/eJBeQ 
312,3,@PurpleEndorphin: I WANT TANG JUN FOR CHRISTMAS. I want him on Valentines as well!!!
313,2,We're playing with Jim White on Tuesday! Static on the Radio por favor? http://www.brightestyoungthings.com/event/jammin-java-2/jim-white-luray.htm … via @byt @jamminjava @JimSuperwhite #DCSHOWS
314,2,"tomorrow gonna be hell yall. though, i am going to the golden modes in chapel hill!"
315,2,http://tinyurl.com/bchc26h  I just voted for 1ST LADY to be on Coast 2 Coast Mixtape 224 Hosted by Kendrick Lamar! @messengerlady7
316,1,News Release 09 October 2012 Customers of the Negros sub-grid experienced a partial outage today at 5:45PM (cont) http://tl.gd/jj62ha 
317,2,Look #Steelers fans I know you may be upset about Suisham missing that kick. Just know that I heard a guy named Billy Cundiff is available.
318,2,"Oh, and for those still fellating Harry Redknapp, we went out in the 3rd round against Stoke last season. Remember that?"
319,1,"I do worry about the mentality of the average tweeter when I see Jeremy Kyle, and ""Christmas"" trending on November 1st..."
320,3,@DiscoveryUK #Halloween Good .. And who is the 3rd? Valentine's day? Or ?
321,1,"@MostDumbestLaws: A betrayed wife is legally allowed to kill her adulterous husband, but may only do so with her bare hands. (Hong Kong)"
322,3,"Russell Howard, then Cuckoo, then Celebrity Juice, then Family Guy, Thursday night is the best night for comedy"
323,2,A round-up of Friday's World Cup qualifiers as Fabio Capello's Russia beat Portugal and Sweden edge past the Faroes
324,3,"hey @kcrw members, did you miss your shot at Leonard Cohen tix this morning on @mbeKCRW? @anne_litt will have more for you on Sunday!"
325,2,"The ambition of Nadal, the knees of Ena Sharples and the liver of George Best. My recipe for Saturday tennis. #5-7 5-7"
326,3,Gonna ride the Love Train tomorrow..dig it ...Soul Train...Ojays. .bad ass...do it... https://www.youtube.com/watch?v=yaNMQg2nYT4&feature=youtube_gdata_player …
327,3,"I wish I was out MD I wanna bear on Negros shit is fun , going out Sunday to Ross snighter Sunday Finna pop off on TWL"
328,3,"first tweet ever, loving san diego! Busy day like always and ready for @UFC on Fuel TV tomorrow."
329,2,We're thinking of running on the Australia Day weekend in January. Is this a good or bad idea?
330,2,New Music: Bruno Mars- Young Girls: If you watched Bruno Mars on Saturday Night Live then you may have caught h... http://bit.ly/W8iPSD 
331,3,<--- New Icon. I may just be changing icons a lot as long as Jennette uploads pics cause she is just too beautiful
332,2,I think the last timw I went trick or treating was probably in the 5th grade. I dress up as Avril Lavigne! I was obsessed with her back then
333,3,Dr. Mohammed Morsi announced as Egypt's first elected President after the glorious 25th of Jan Revolution.... http://fb.me/1RmJY8goH 
334,2,Aston Villa midfielder Karim El Ahmadi will miss Saturday's trip to Sunderland through suspension following his fifth booking of the season.
335,3,@BenThePCGuy Only you can answer before I try! There's on WP8 a way to call 3rd p. apps? Like Intents on Android. I wanna switch to WP!
336,1,Protest against the Mitch Daniels Purdue Presidential nomination tomorrow @ Loeb Theater 2:30 pm. Bring a friend! #SOAPurdue
337,3,Dr. Mohamed Morsi announced as Egypt's 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt!
338,2,Mainland police repatriate wanted fugitives to Taiwan: Police on the Chinese mainland on Thursday repatriated 10... http://bit.ly/Y5ziFa 
339,1,This Thursday Night Football game sucks. But Go Chiefs! I just want to see hot head Rivers explode on the sideline tonight.
340,2,"#saphila +1500 people in the Superbowl at Sun City to ""discover"" How to help ""Africa Run like Never Before"""
341,3,Nebraska placed a nation-leading nine players on the first-ever Senior Bowl watch list released Saturday... http://fb.me/1hnrA8hGs 
342,3,"Playing @garbage all day to prep for tomorrow's concert at Fort Canning. Go, baby, go go!"
343,2,"#FavouriteMovieQuotes ""After all, tomorrow is another day!"" Bill Murray, Groundhog Day"
344,3,@TheReidReport & if the POTUS wins 2nd term isn't that NJ gov gonna go back to bashing him when his state is in better shape (2/2)
345,2,Watching Kentucky all access makes me want it to be Monday
346,1,"Watching my favourite @Oprah behind the scenes (for the 4th time) when Jennifer Hudson goes AWOL. 'Excuse me, what the hell is going on?!'"
347,3,"Fabio Capello: ""From what I've seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow""."
348,2,"When ""columbus"" shoots Bill Murray in zombieland it may be one of the funniest things ever."
349,3,Photo: Fab find! Jason Wu satin scarlet clutch at Off 5th! Whoop whoop! (Taken with Instagram) http://tmblr.co/Zc_EFxQZwYs5 
350,1,Time for James Harden (34 Points) to step aside and let Jeremy Lin Takeover the 4th #Linsanity #Sarcasm
351,2,Poland criticize the 18th amendment. The new frame has been opened. None of the topic was on that earlier. #UPRLKA
